year,title,rating,Execution time
1980,My Bodyguard,3.4,
1980,Melvin and Howard,3.4,
1980,The Jazz Singer,3.4,
1980,Stir Crazy,3.4,
1980,Fade to Black,3.3,
1980,Seems Like Old Times,3.3,
1980,Carny,3.3,
1980,Used Cars,3.3,
1980,Foxes,3.3,
1980,Nine to Five,3.2,
1980,Fame,3.2,
1980,Superman II,3.2,
1980,Poliziotto superpiù,3.2,
1980,The Hunter,3.2,
1980,Roadie,3.2,
1980,Up the Academy,3.2,
1980,Friday the 13th,3.2,
1980,Cruising,3.2,
1980,Flash Gordon,3.1,
1980,American Gigolo,3.1,
1980,Any Which Way You Can,3.1,
1980,Flash Gordon,3.1,
1980,Heaven's Gate,3.1,
1980,Motel Hell,3.1,
1980,The First Deadly Sin,3,
1980,Raise the Titanic,3,
1980,The Fiendish Plot of Dr. Fu Manchu,3,
1980,Private Benjamin,3,
1980,Xanadu,3,
1980,The Nude Bomb,3,
1980,The Last Flight of Noah's Ark,2.9,
1980,Terror Train,2.9,
1980,Herbie Goes Bananas,2.9,
1980,"Oh, God! Book II",2.8,
1980,The Blue Lagoon,2.8,
1980,Oh Heavenly Dog,2.8,
1980,Smokey and the Bandit II,2.8,
1980,Can't Stop the Music,2.7,
1980,Popeye,2.6,
1980,Ko to tamo peva,0,
1980,The Hollywood Knights,0,
1980,"Bon Voyage, Charlie Brown (and Don't Come Back!!)",0,
1980,The Mountain Men,0,
1980,The Ninth Configuration,0,
1980,Inside Moves,0,
1980,Rude Boy,0,
1980,The Octagon,0,
1980,La mort en direct,0,
1980,Atlantic City,0,
1980,Fatso,0,
1980,"Pepi, Luci, Bom y otras chicas del montón",0,
1980,The Exterminator,0,
1980,The Earthling,0,
1980,Don't Go in the House,0,
1980,Rude Boy,0,
1980,The Private Eyes,0,
1980,Paura nella città dei morti viventi,0,
1980,Shi di chu ma,0,
1980,The Apple,0,
1980,Shogun Assassin,0,
1980,Spetters,0,
1980,The Dogs of War,0,
1980,Sällskapsresan eller Finns det svenskt kaffe på grisfesten,0,
1980,Divine Madness,0,
1980,Cannibal Holocaust,0,
1980,Death Ship,0,
1980,Hero at Large,0,
1980,Cheech & Chong's Next Movie,0,
1980,The Watcher in the Woods,0,
1980,He Knows You're Alone,0,
1980,Hawk the Slayer,0,
1980,Hangar 18,0,
1980,The Great Rock 'n' Roll Swindle,0,
1980,Moskva slezam ne verit,0,
1980,Galaxina,0,
1980,Maniac,0,
1980,Mother's Day,0,
1980,The Big Brawl,0,
1980,The Monster Club,0,
1980,Saturn 3,0,
1980,Blood Beach,0,
1980,Wholly Moses!,0,
1980,When Time Ran Out...,0,
1980,Bronco Billy,0,
1980,The Mirror Crack'd,0,
1980,La cage aux folles II,0,
1980,Incubo sulla città contaminata,0,
1980,Zombi Holocaust,0,
1980,Tom Horn,0,
1980,Battle Beyond the Stars,0,
1980,A Small Circle of Friends,0,
1980,Contamination,0,
1980,'Breaker' Morant,0,
1980,Urban Cowboy,0,
1980,La casa sperduta nel parco,0,
1980,Incubo sulla città contaminata,0,
1980,Mangiati vivi!,0,
1980,Humanoids from the Deep,0,
1981,"Chi trova un amico, trova un tesoro",NULL,
1981,Ricomincio da tre,NULL,
1981,Goodbye Pork Pie,NULL,
1981,The Hitch Hikers Guide to the Galaxy,NULL,
1981,Movie Macabre,NULL,
1981,Tegeran-43,NULL,
1981,Les uns et les autres,NULL,
1981,The Fall Guy,NULL,
1981,Das Boot,4.1,
1981,My Dinner with Andre,4,
1981,Diva,4,
1981,Lola,3.9,
1981,Lola,3.9,
1981,Christiane F. - Wir Kinder vom Bahnhof Zoo,3.9,
1981,Mephisto,3.9,
1981,E tu vivrai nel terrore - L'aldilà,3.9,
1981,Prince of the City,3.9,
1981,Lili Marleen,3.8,
1981,The Chosen,3.8,
1981,Coup de torchon,3.8,
1981,La femme d'à côté,3.8,
1981,New York Beat Movie,3.7,
1981,Gregory's Girl,3.7,
1981,On Golden Pond,3.7,
1981,La femme de l'aviateur,3.6,
1981,Mommie Dearest,3.6,
1981,Modern Romance,3.6,
1981,Gallipoli,3.6,
1981,Four Friends,3.6,
1981,Blow Out,3.6,
1981,The Evil Dead,3.6,
1981,Montenegro,3.6,
1981,Chariots of Fire,3.6,
1981,Death Hunt,3.5,
1981,La guerre du feu,3.5,
1981,The French Lieutenant's Woman,3.5,
1981,Southern Comfort,3.5,
1981,Ragtime,3.5,
1981,Mad Max 2,3.5,
1981,Time Bandits,3.5,
1981,Beau-père,3.5,
1981,Victory,3.5,
1981,Body Heat,3.5,
1981,Excalibur,3.4,
1981,The Fox and the Hound,3.4,
1981,Taps,3.4,
1981,Escape from New York,3.4,
1981,Eye of the Needle,3.4,
1981,Clash of the Titans,3.4,
1981,An American Werewolf in London,3.4,
1981,Raggedy Man,3.3,
1981,The Postman Always Rings Twice,3.3,
1981,Halloween II,3.3,
1981,True Confessions,3.3,
1981,Absence of Malice,3.3,
1981,For Your Eyes Only,3.3,
1981,Heavy Metal,3.3,
1981,The Postman Always Rings Twice,3.3,
1981,The Great Muppet Caper,3.3,
1981,Pennies from Heaven,3.3,
1981,The Howling,3.2,
1981,"Zorro, the Gay Blade",3.2,
1981,Looker,3.2,
1981,Dragonslayer,3.2,
1981,Fort Apache the Bronx,3.2,
1981,Scanners,3.2,
1981,Under the Rainbow,3.1,
1981,The Cannonball Run,3.1,
1981,Only When I Laugh,3.1,
1981,Nighthawks,3.1,
1981,The Cannonball Run,3.1,
1981,Friday the 13th Part 2,3.1,
1981,Sharky's Machine,3,
1981,Caveman,3,
1981,Wolfen,3,
1981,Rich and Famous,3,
1981,Hell Night,3,
1981,The Incredible Shrinking Woman,3,
1981,Continental Divide,3,
1981,So Fine,2.9,
1981,Private Lessons,2.9,
1981,Condorman,2.9,
1981,Piranha Part Two: The Spawning,2,
1981,Polyester,0,
1981,Raiders of the Lost Ark,0,
1981,Stripes,0,
1981,History of the World: Part I,0,
1981,Nice Dreams,0,
1981,Quella villa accanto al cimitero,0,
1981,Night Crossing,0,
1981,Quartet,0,
1981,Cutter's Way,0,
1981,Honky Tonk Freeway,0,
1981,The Devil and Max Devlin,0,
1981,Outland,0,
1981,S.O.B.,0,
1981,The Funhouse,0,
1981,Lion of the Desert,0,
1981,Bustin' Loose,0,
1981,Pixote: A Lei do Mais Fraco,0,
1981,...All the Marbles,0,
1981,Le lac des morts vivants,0,
1981,Night of the Zombies,0,
1981,Przypadek,0,
1981,Die bleierne Zeit,0,
1981,Cannibal ferox,0,
1981,Carbon Copy,0,
1981,Charlie Chan and the Curse of the Dragon Queen,0,
1981,La soupe aux choux,0,
1981,Czlowiek z zelaza,0,
1981,Dead & Buried,0,
1981,Deadly Blessing,0,
1981,Endless Love,0,
1981,Enter the Ninja,0,
1981,The Entity,0,
1981,Faces of Death II,0,
1981,First Monday in October,0,
1981,Galaxy of Terror,0,
1981,Going Ape!,0,
1981,Göta kanal eller Vem drog ur proppen?,0,
1981,Happy Birthday to Me,0,
1981,Heartbeeps,0,
1981,Lady Chatterley's Lover,0,
1981,The Legend of the Lone Ranger,0,
1981,"Looney, Looney, Looney Bugs Bunny Movie",0,
1981,Mis,0,
1981,Modern Problems,0,
1981,Ms. 45,0,
1981,Night of the Zombies,0,
1981,The Night the Lights Went Out in Georgia,0,
1981,Sjecas li se Dolly Bell,0,
1981,Le professionnel,0,
1981,Zoot Suit,0,
1981,Whose Life Is It Anyway?,0,
1981,American Pop,0,
1981,The Prowler,0,
1981,The Pursuit of D.B. Cooper,0,
1981,Le notti del terrore,0,
1981,Rollover,0,
1981,Saturday the 14th,0,
1981,Urgh! A Music War,0,
1981,Evilspeak,0,
1981,Vabank,0,
1981,Varning för Jönssonligan,0,
1981,"Vernon, Florida",0,
1981,They All Laughed,0,
1981,Take This Job and Shove It,0,
1981,Shock Treatment,0,
1981,Student Bodies,0,
1981,Storie di ordinaria follia,0,
1981,Sphinx,0,
1981,The Man Who Saw Tomorrow,0,
1982,Silent Rage,NULL,
1982,Witness for the Prosecution,NULL,
1982,Experience Preferred... But Not Essential,NULL,
1982,Fanny och Alexander,4.4,
1982,Fitzcarraldo,4.3,
1982,Koyaanisqatsi,4.3,
1982,Die Sehnsucht der Veronika Voss,4.1,
1982,Burden of Dreams,4.1,
1982,La nuit de Varennes,3.9,
1982,The Draughtsman's Contract,3.9,
1982,Sophie's Choice,3.9,
1982,Gandhi,3.9,
1982,Frances,3.8,
1982,The King of Comedy,3.8,
1982,The Verdict,3.8,
1982,La notte di San Lorenzo,3.8,
1982,Shoot the Moon,3.7,
1982,The Man from Snowy River,3.7,
1982,Richard Pryor Live on the Sunset Strip,3.7,
1982,Star Trek: The Wrath of Khan,3.7,
1982,Querelle,3.7,
1982,Victor Victoria,3.7,
1982,The Dark Crystal,3.6,
1982,Diner,3.6,
1982,Cannery Row,3.5,
1982,Passion,3.5,
1982,An Officer and a Gentleman,3.5,
1982,Fast Times at Ridgemont High,3.5,
1982,The World According to Garp,3.5,
1982,E.T.: The Extra-Terrestrial,3.5,
1982,Tex,3.5,
1982,The Grey Fox,3.5,
1982,Deathtrap,3.5,
1982,First Blood,3.5,
1982,The Year of Living Dangerously,3.5,
1982,Liquid Sky,3.5,
1982,The Secret of NIMH,3.5,
1982,Poltergeist,3.4,
1982,Making Love,3.4,
1982,Tootsie,3.4,
1982,Evil Under the Sun,3.4,
1982,Eating Raoul,3.4,
1982,One from the Heart,3.4,
1982,TRON,3.3,
1982,A Midsummer Night's Sex Comedy,3.3,
1982,The Last American Virgin,3.3,
1982,Creepshow,3.3,
1982,Personal Best,3.3,
1982,The Last American Virgin,3.3,
1982,Rocky III,3.3,
1982,48 Hrs.,3.2,
1982,48 Hrs.,3.2,
1982,Class of 1984,3.2,
1982,Night Shift,3.2,
1982,Honkytonk Man,3.2,
1982,The Best Little Whorehouse in Texas,3.2,
1982,Annie,3.1,
1982,Conan the Barbarian,3.1,
1982,Porky's,3.1,
1982,Summer Lovers,3.1,
1982,Five Days One Summer,3,
1982,Cat People,3,
1982,Wrong Is Right,3,
1982,Cat People,3,
1982,Airplane II: The Sequel,2.9,
1982,Firefox,2.9,
1982,Amityville II: The Possession,2.9,
1982,Zapped!,2.8,
1982,Swamp Thing,2.7,
1982,Young Doctors in Love,2.7,
1982,Halloween III: Season of the Witch,2.2,
1982,Monsignor,2.1,
1982,Megaforce,0,
1982,Manhattan Baby,0,
1982,Long xiao ye,0,
1982,The Last Unicorn,0,
1982,Laberinto de pasiones,0,
1982,Kiss Me Goodbye,0,
1982,Jönssonligan & DynamitHarry,0,
1982,Jekyll and Hyde... Together Again,0,
1982,If You Could See What I Hear,0,
1982,"I, the Jury",0,
1982,Le père Noël est une ordure,0,
1982,Hammett,0,
1982,Le gendarme et les gendarmettes,0,
1982,Forced Vengeance,0,
1982,Q,0,
1982,Den enfaldige mördaren,0,
1982,Savannah Smiles,0,
1982,The Secret Policeman's Other Ball,0,
1982,Six Weeks,0,
1982,Some Kind of Hero,0,
1982,Lo squartatore di New York,0,
1982,Der Stand der Dinge,0,
1982,Starstruck,0,
1982,Still of the Night,0,
1982,Tag: The Assassination Game,0,
1982,Dünyayi kurtaran adam,0,
1982,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",0,
1982,Britannia Hospital,0,
1982,Brimstone & Treacle,0,
1982,The Border,0,
1982,The Beast Within,0,
1982,Barbarosa,0,
1982,Author! Author!,0,
1982,Attack Force Z,0,
1982,Tenebre,0,
1982,Time Walker,0,
1982,The Sword and the Sorcerer,0,
1982,Trail of the Pink Panther,0,
1982,La traviata,0,
1982,Die weiße Rose,0,
1982,White Dog,0,
1982,Who Dares Wins,0,
1982,Yol,0,
1982,It Came from Hollywood,0,
1982,"Ladies and Gentlemen, the Fabulous Stains",0,
1982,Q,0,
1982,Banana Joe,0,
1982,Hanky Panky,0,
1982,That Championship Season,0,
1982,Blade Runner,0,
1982,The Thing,0,
1982,Parasite,0,
1982,The Plague Dogs,0,
1982,Jinxed!,0,
1982,Britannia Hospital,0,
1982,The Atomic Cafe,0,
1982,Penitentiary II,0,
1982,Dead Men Don't Wear Plaid,0,
1982,My Favorite Year,0,
1982,La morte vivante,0,
1982,The Flight of Dragons,0,
1982,Friday the 13th Part III,0,
1982,The Beastmaster,0,
1982,Timerider: The Adventure of Lyle Swann,0,
1982,Hail Columbia!,0,
1982,Basket Case,0,
1982,Class Reunion,0,
1982,Le retour de Martin Guerre,0,
1982,Things Are Tough All Over,0,
1982,Paradise,0,
1982,The Slumber Party Massacre,0,
1982,Les maîtres du temps,0,
1982,Pink Floyd The Wall,0,
1982,Wend Kuuni,0,
1982,Paradise,0,
1982,Pandemonium,0,
1982,Mother Lode,0,
1982,Privates on Parade,0,
1982,Monty Python Live at the Hollywood Bowl,0,
1983,Smokey and the Bandit Part 3,NULL,
1983,"Murder Me, Murder You",NULL,
1983,Sans soleil,4.3,
1983,Narayama-bushi kô,4.3,
1983,Scarface,4.1,
1983,Scarface,4.1,
1983,Local Hero,4.1,
1983,Scarface,4.1,
1983,Star Wars: Episode VI - Return of the Jedi,4,
1983,L'argent,4,
1983,Merry Christmas Mr. Lawrence,3.9,
1983,The Right Stuff,3.9,
1983,Pauline à la plage,3.8,
1983,Danton,3.8,
1983,The Dresser,3.8,
1983,Silkwood,3.7,
1983,Terms of Endearment,3.7,
1983,Testament,3.7,
1983,Valley Girl,3.7,
1983,Richard Pryor... Here and Now,3.7,
1983,A Christmas Story,3.7,
1983,Never Cry Wolf,3.7,
1983,Rumble Fish,3.6,
1983,Videodrome,3.6,
1983,The Outsiders,3.6,
1983,The Big Chill,3.6,
1983,Educating Rita,3.6,
1983,Vacation,3.5,
1983,Eddie and the Cruisers,3.5,
1983,Heat and Dust,3.5,
1983,The Black Stallion Returns,3.5,
1983,Trading Places,3.5,
1983,Yentl,3.4,
1983,Something Wicked This Way Comes,3.4,
1983,Uncommon Valor,3.4,
1983,The Adventures of Bob & Doug McKenzie: Strange Brew,3.4,
1983,Lone Wolf McQuade,3.4,
1983,Cross Creek,3.4,
1983,Max Dugan Returns,3.3,
1983,Gorky Park,3.3,
1983,WarGames,3.3,
1983,Star 80,3.3,
1983,Yellowbeard,3.3,
1983,Streamers,3.2,
1983,Sudden Impact,3.2,
1983,Flashdance,3.2,
1983,Twilight Zone: The Movie,3.2,
1983,Risky Business,3.2,
1983,Christine,3.2,
1983,Easy Money,3.1,
1983,Never Say Never Again,3.1,
1983,Never Say Never Again,3.1,
1983,Octopussy,3.1,
1983,Brainstorm,3.1,
1983,Mr. Mom,3,
1983,The Man with Two Brains,3,
1983,The Star Chamber,3,
1983,The Osterman Weekend,3,
1983,Class,3,
1983,Two of a Kind,2.9,
1983,All the Right Moves,2.9,
1983,Superman III,2.7,
1983,Losin' It,2.7,
1983,Amityville 3-D,2.7,
1983,Jaws 3-D,2.5,
1983,10 to Midnight,0,
1983,The Meaning of Life,0,
1983,Tender Mercies,0,
1983,Rock & Rule,0,
1983,The Pirates of Penzance,0,
1983,The Sting II,0,
1983,Spacehunter: Adventures in the Forbidden Zone,0,
1983,Le dernier combat,0,
1983,El Norte,0,
1983,Metalstorm: The Destruction of Jared-Syn,0,
1983,D.C. Cab,0,
1983,Blue Thunder,0,
1983,Sleepaway Camp,0,
1983,Spacehunter: Adventures in the Forbidden Zone,0,
1983,My Tutor,0,
1983,Porky's II: The Next Day,0,
1983,Il mondo di Yor,0,
1983,Revenge of the Ninja,0,
1983,Cujo,0,
1983,Krull,0,
1983,The Creature Wasn't Nice,0,
1983,E la nave va,0,
1983,Zelig,0,
1983,Bill Cosby: Himself,0,
1983,De lift,0,
1983,Private School,0,
1983,The Keep,0,
1983,Twice Upon a Time,0,
1984,Revenge of the Nerds,NULL,
1984,Zhestokiy romans,NULL,
1984,Canicule,NULL,
1984,Ososhiki,NULL,
1984,Stop Making Sense,4.4,
1984,Once Upon a Time in America,4.2,
1984,The Times of Harvey Milk,4.2,
1984,"Paris, Texas",4.2,
1984,Stranger Than Paradise,4,
1984,The Killing Fields,4,
1984,Amadeus,3.9,
1984,This Is Spinal Tap,3.9,
1984,Blood Simple.,3.9,
1984,This Is Spinal Tap,3.9,
1984,This Is Spinal Tap,3.9,
1984,¿Qué he hecho yo para merecer esto!!,3.8,
1984,Birdy,3.8,
1984,The Razor's Edge,3.7,
1984,Sixteen Candles,3.7,
1984,The Natural,3.7,
1984,Places in the Heart,3.7,
1984,Indiana Jones and the Temple of Doom,3.7,
1984,Efter repetitionen,3.7,
1984,Broadway Danny Rose,3.7,
1984,A Soldier's Story,3.7,
1984,The Razor's Edge,3.7,
1984,Ghost Busters,3.6,
1984,Secret Honor,3.6,
1984,Under the Volcano,3.6,
1984,Electric Dreams,3.6,
1984,A Passage to India,3.6,
1984,Nineteen Eighty-Four,3.5,
1984,The Company of Wolves,3.5,
1984,The Brother from Another Planet,3.5,
1984,Streets of Fire,3.5,
1984,Un dimanche à la campagne,3.5,
1984,Until September,3.5,
1984,Falling in Love,3.5,
1984,Nineteen Eighty-Four,3.5,
1984,The Pope of Greenwich Village,3.5,
1984,A Nightmare on Elm Street,3.5,
1984,Repo Man,3.4,
1984,Dune,3.4,
1984,Breakin' 2: Electric Boogaloo,3.4,
1984,Beverly Hills Cop,3.4,
1984,The Bounty,3.4,
1984,Top Secret!,3.4,
1984,Gremlins,3.4,
1984,Dune,3.4,
1984,The Adventures of Buckaroo Banzai Across the 8th Dimension,3.4,
1984,Night of the Comet,3.3,
1984,Footloose,3.3,
1984,Star Trek III: The Search for Spock,3.3,
1984,Purple Rain,3.3,
1984,The Karate Kid,3.3,
1984,The Muppets Take Manhattan,3.3,
1984,The Last Starfighter,3.3,
1984,The Karate Kid,3.3,
1984,The Karate Kid,3.3,
1984,Racing with the Moon,3.3,
1984,Johnny Dangerously,3.2,
1984,Un amour de Swann,3.2,
1984,Starman,3.2,
1984,2010,3.2,
1984,Romancing the Stone,3.2,
1984,The Cotton Club,3.2,
1984,Crimes of Passion,3.2,
1984,Body Double,3.2,
1984,The Toxic Avenger,3.1,
1984,The Lonely Guy,3.1,
1984,Dreamscape,3.1,
1984,Mrs. Soffel,3.1,
1984,Firestarter,3.1,
1984,Tightrope,3.1,
1984,Splash,3,
1984,Bachelor Party,3,
1984,Against All Odds,3,
1984,Moscow on the Hudson,3,
1984,Swing Shift,2.9,
1984,Micki + Maude,2.9,
1984,The Bostonians,2.9,
1984,Give My Regards to Broad Street,2.8,
1984,Blame It on Rio,2.8,
1984,The Flamingo Kid,2.8,
1984,City Heat,2.8,
1984,Cannonball Run II,2.7,
1984,Rhinestone,2.5,
1984,Best Defense,2.4,
1984,Supergirl,2.3,
1984,Red Dawn,0,
1984,Police Academy,0,
1984,Friday the 13th: The Final Chapter,0,
1984,Night Patrol,0,
1984,Kaze no tani no Naushika,0,
1984,Breakin',0,
1984,The Woman in Red,0,
1984,The Ice Pirates,0,
1984,Seksmisja,0,
1984,Children of the Corn,0,
1984,Boy Meets Girl,0,
1984,Cloak & Dagger,0,
1984,Sheena,0,
1984,The Evil That Men Do,0,
1984,Cheech & Chong's The Corsican Brothers,0,
1984,Boy Meets Girl,0,
1984,The Hotel New Hampshire,0,
1984,Das Arche Noah Prinzip,0,
1984,Another Country,0,
1984,Mass Appeal,0,
1984,"Oh, God! You Devil",0,
1984,Mike's Murder,0,
1984,Hot Dog... The Movie,0,
1984,The Philadelphia Experiment,0,
1984,Cloak & Dagger,0,
1984,Thief of Hearts,0,
1984,Iceman,0,
1984,"Greystoke: The Legend of Tarzan, Lord of the Apes",0,
1984,Hard to Hold,0,
1984,Beat Street,0,
1984,Maria's Lovers,0,
1984,Meatballs Part II,0,
1984,Conan the Destroyer,0,
1984,"Grandview, U.S.A.",0,
1984,No Small Affair,0,
1984,A Private Function,0,
1984,Forbrydelsens element,0,
1984,Making the Grade,0,
1984,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,0,
1984,Ninja III: The Domination,0,
1984,C.H.U.D.,0,
1984,"Oh, God! You Devil",0,
1984,A Christmas Carol,0,
1985,Crimewave,NULL,
1985,Finnegan Begin Again,NULL,
1985,"""Small Wonder""",NULL,
1985,Shoah,4.6,
1985,Idi i smotri,4.5,
1985,Tampopo,4.3,
1985,Ran,4.3,
1985,Mishima: A Life in Four Chapters,4.2,
1985,28 Up,4.2,
1985,Mitt liv som hund,4.1,
1985,Brazil,4.1,
1985,The Trip to Bountiful,4,
1985,A Zed & Two Noughts,4,
1985,Sans toit ni loi,4,
1985,La historia oficial,3.9,
1985,A Room with a View,3.9,
1985,The Breakfast Club,3.9,
1985,Bez konca,3.9,
1985,The Color Purple,3.9,
1985,The Last Dragon,3.9,
1985,The Goonies,3.8,
1985,Back to the Future,3.8,
1985,After Hours,3.8,
1985,Back to the Future,3.8,
1985,Insignificance,3.7,
1985,Out of Africa,3.7,
1985,Turtle Diary,3.7,
1985,Ging chat goo si,3.7,
1985,Better Off Dead...,3.7,
1985,My Beautiful Laundrette,3.7,
1985,Desert Hearts,3.7,
1985,Sweet Dreams,3.7,
1985,Kiss of the Spider Woman,3.6,
1985,Clue,3.6,
1985,Pale Rider,3.6,
1985,Re-Animator,3.6,
1985,To Live and Die in L.A.,3.6,
1985,Heaven Help Us,3.5,
1985,The Journey of Natty Gann,3.5,
1985,Vision Quest,3.5,
1985,Witness,3.5,
1985,The Sure Thing,3.5,
1985,Day of the Dead,3.5,
1985,Runaway Train,3.5,
1985,Legend,3.5,
1985,Lost in America,3.5,
1985,Real Genius,3.5,
1985,Tuff Turf,3.5,
1985,Silverado,3.5,
1985,Sesame Street Presents: Follow that Bird,3.4,
1985,Murphy's Romance,3.4,
1985,Plenty,3.4,
1985,One Magic Christmas,3.4,
1985,Dance with a Stranger,3.4,
1985,A Chorus Line,3.4,
1985,Rocky IV,3.4,
1985,White Nights,3.4,
1985,The Falcon and the Snowman,3.3,
1985,The Return of the Living Dead,3.3,
1985,Young Sherlock Holmes,3.3,
1985,Prizzi's Honor,3.3,
1985,Just One of the Guys,3.3,
1985,Fright Night,3.3,
1985,Fletch,3.3,
1985,Enemy Mine,3.3,
1985,Silver Bullet,3.2,
1985,Agnes of God,3.2,
1985,Jagged Edge,3.2,
1985,American Flyers,3.2,
1985,Weird Science,3.2,
1985,Defence of the Realm,3.2,
1985,Cocoon,3.1,
1985,Cat's Eye,3.1,
1985,A View to a Kill,3.1,
1985,Death Wish 3,3.1,
1985,Smooth Talk,3.1,
1985,Commando,3.1,
1985,Return to Oz,3.1,
1985,Mad Max Beyond Thunderdome,3.1,
1985,The Stuff,3.1,
1985,Santa Claus,3.1,
1985,Wetherby,3.1,
1985,The Black Cauldron,3.1,
1985,Rambo: First Blood Part II,3.1,
1985,Santa Claus,3.1,
1985,Gotcha!,3,
1985,Fraternity Vacation,3,
1985,Invasion U.S.A.,3,
1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,3,
1985,Pee-wee's Big Adventure,3,
1985,Twice in a Lifetime,3,
1985,The Jewel of the Nile,3,
1985,Fool for Love,3,
1985,Code of Silence,3,
1985,The Coca-Cola Kid,2.9,
1985,Desperately Seeking Susan,2.8,
1985,The Slugger's Wife,2.8,
1985,Baby: Secret of the Lost Legend,2.8,
1985,The Man with One Red Shoe,2.8,
1985,Howling II: Stirba - Werewolf Bitch,2.5,
1985,Calamari Union,0,
1985,Friday the 13th: A New Beginning,0,
1985,Transylvania 6-5000,0,
1985,That Was Then... This Is Now,0,
1985,European Vacation,0,
1985,Explorers,0,
1985,Secret Admirer,0,
1985,Volunteers,0,
1985,Flesh+Blood,0,
1985,Oberst Redl,0,
1985,St. Elmo's Fire,0,
1985,The Peanut Butter Solution,0,
1985,Mischief,0,
1985,Ginî piggu 2: Chiniku no hana,0,
1985,Fandango,0,
1985,Summer Rental,0,
1985,Tokyo-Ga,0,
1985,Missing in Action 2: The Beginning,0,
1985,Lifeforce,0,
1985,Missing in Action 2: The Beginning,0,
1985,D.A.R.Y.L.,0,
1985,King David,0,
1985,Year of the Dragon,0,
1985,The Purple Rose of Cairo,0,
1985,Girls Just Want to Have Fun,0,
1985,Subway,0,
1985,Police Academy 2: Their First Assignment,0,
1985,Bring on the Night,0,
1985,Death of a Salesman,0,
1985,Ladyhawke,0,
1985,American Ninja,0,
1985,Ghoulies,0,
1985,Once Bitten,0,
1985,Porky's Revenge,0,
1985,Teen Wolf,0,
1985,Faces of Death III,0,
1985,Huang jia shi jie,0,
1985,Rustlers' Rhapsody,0,
1985,Def-Con 4,0,
1985,Spies Like Us,0,
1985,The Emerald Forest,0,
1985,The Quiet Earth,0,
1985,Remo Williams: The Adventure Begins,0,
1985,Morons from Outer Space,0,
1985,The Holcroft Covenant,0,
1985,Brewster's Millions,0,
1985,Krush Groove,0,
1985,My Science Project,0,
1985,The Care Bears Movie,0,
1986,Offret,4.4,
1986,Down by Law,4.3,
1986,Manon des sources,4.2,
1986,Jean de Florette,4.2,
1986,Tenkû no shiro Rapyuta,4.1,
1986,'Round Midnight,4.1,
1986,Le rayon vert,4.1,
1986,37°2 le matin,4.1,
1986,Blue Velvet,4,
1986,Hannah and Her Sisters,3.9,
1986,Platoon,3.9,
1986,Thérèse,3.8,
1986,Aliens,3.8,
1986,The Mission,3.8,
1986,The Mission,3.8,
1986,Ferris Bueller's Day Off,3.8,
1986,Tenue de soirée,3.8,
1986,Labyrinth,3.8,
1986,Matador,3.7,
1986,Hoosiers,3.7,
1986,Le déclin de l'empire américain,3.7,
1986,Children of a Lesser God,3.6,
1986,Der Name der Rose,3.6,
1986,Henry: Portrait of a Serial Killer,3.6,
1986,Belizaire the Cajun,3.6,
1986,At Close Range,3.5,
1986,Sid and Nancy,3.5,
1986,Heartbreak Ridge,3.5,
1986,Star Trek IV: The Voyage Home,3.5,
1986,Pretty in Pink,3.5,
1986,Highlander,3.5,
1986,Manhunter,3.5,
1986,That's Life!,3.5,
1986,She's Gotta Have It,3.4,
1986,Brighton Beach Memoirs,3.4,
1986,Native Son,3.4,
1986,Violets Are Blue...,3.4,
1986,Youngblood,3.4,
1986,"Jo Jo Dancer, Your Life Is Calling",3.4,
1986,Under the Cherry Moon,3.3,
1986,Lucas,3.3,
1986,One Crazy Summer,3.3,
1986,The Color of Money,3.3,
1986,The Fly,3.3,
1986,The Fly,3.3,
1986,Crimes of the Heart,3.3,
1986,The Big Easy,3.3,
1986,The Great Mouse Detective,3.3,
1986,An American Tail,3.3,
1986,Something Wild,3.2,
1986,Heartburn,3.2,
1986,Band of the Hand,3.2,
1986,The Mosquito Coast,3.2,
1986,Short Circuit,3.2,
1986,Short Circuit,3.2,
1986,The Boy Who Could Fly,3.2,
1986,¡Three Amigos!,3.1,
1986,Wildcats,3.1,
1986,Ruthless People,3.1,
1986,52 Pick-Up,3.1,
1986,The Money Pit,3,
1986,Nobody's Fool,3,
1986,The Manhattan Project,3,
1986,Just Between Friends,3,
1986,Sweet Liberty,3,
1986,Nobody's Fool,3,
1986,Gung Ho,3,
1986,Nine 1/2 Weeks,3,
1986,Crocodile Dundee,3,
1986,Tai-Pan,2.9,
1986,The Morning After,2.9,
1986,The Texas Chainsaw Massacre 2,2.9,
1986,Down and Out in Beverly Hills,2.9,
1986,The Clan of the Cave Bear,2.9,
1986,Wanted: Dead or Alive,2.9,
1986,The Best of Times,2.9,
1986,Back to School,2.9,
1986,Peggy Sue Got Married,2.9,
1986,SpaceCamp,2.9,
1986,The Golden Child,2.9,
1986,Quicksilver,2.8,
1986,Nothing in Common,2.8,
1986,Half Moon Street,2.8,
1986,No Mercy,2.8,
1986,Black Moon Rising,2.8,
1986,Jumpin' Jack Flash,2.8,
1986,Police Academy 3: Back in Training,2.8,
1986,Legal Eagles,2.8,
1986,Firewalker,2.8,
